House_Age,Years_Since_Remod,Was_Remodeled,Garage_Age,Is_New_House,Total_Living_Area,Total_Area_Including_Garage,Basement_Ratio,Garage_Ratio,First_Second_Ratio,Area_Per_Room,Building_Density,Total_Full_Baths,Total_Half_Baths,Total_Bathrooms,Bath_Bedroom_Ratio,Has_Multiple_Baths,Total_Rooms_Baths,Has_Pool,Has_Fireplace,Has_Garage,Has_Basement,Has_Deck_Porch,Total_Outdoor_SF,Has_Large_Garage,Luxury_Score,Total_Quality_Score,Avg_Quality_Score,Is_High_Quality,Is_Excellent_Quality,Quality_Condition_Score,Is_Single_Family,Is_Two_Story,Is_One_Story,Is_Residential_Low_Density,Quality_x_Size,Premium_Neighborhood_x_Quality,New_x_Quality,Area_x_Bathrooms,Is_Normal_Sale,Is_Partial_Sale,Is_Abnormal_Sale,Is_Peak_Season
68,11,1,55.0,0,2163.0,2460.0,0.5900073475385745,0.2182218956649522,1.439068100358423,194.28571428571428,0.1888626579641716,1.0,1.0,1.5,0.5,0,7.5,0,0,1,1,1,255,0,1,10.0,3.333333333333333,0,0,11,1,0,1,0,6800,0.0,0,2040.0,1,0,0,1
25,25,0,25.0,0,2473.0,2949.0,0.4275822273514137,0.27466820542412,1.2923280423280423,216.5,0.1881177365048332,2.0,1.0,2.5,0.625,1,9.5,0,1,1,1,1,238,0,2,12.0,4.0,0,0,11,1,1,0,1,10392,0.0,0,4330.0,1,0,0,1
119,13,1,46.0,0,2957.0,3413.0,0.5818181818181818,0.2438502673796791,2.113879003558719,233.625,0.2118807391452216,1.0,0.0,1.0,0.3333333333333333,0,8.0,0,0,1,1,1,292,0,1,9.0,3.0,0,0,11,1,0,1,0,9345,0.0,0,1869.0,1,0,0,0
42,33,1,42.0,0,3404.0,3884.0,0.9739130434782608,0.2782608695652174,1724.0,215.5,0.0964637421665174,2.0,1.0,2.5,0.625,1,9.5,0,1,1,1,0,0,0,1,10.0,3.333333333333333,0,0,11,1,0,0,1,10344,0.0,0,4310.0,1,0,0,1
51,1,1,51.0,0,2325.0,2545.0,0.9982817869415808,0.1890034364261168,1163.0,166.14285714285714,0.1997938498539769,2.0,0.0,2.0,0.5,1,8.0,0,0,1,1,1,240,0,1,9.0,3.0,0,0,11,1,0,1,0,3489,0.0,0,2326.0,1,0,0,1
136,21,1,0.0,0,3042.0,3042.0,0.2899533700720644,0.0,0.7713815789473685,262.0,0.4490573224147781,2.0,0.0,2.0,0.4,1,10.0,0,0,0,1,1,74,0,1,9.0,3.0,1,1,13,1,1,0,0,18864,0.0,0,4716.0,1,0,0,0
3,2,1,3.0,0,3314.0,4025.0,0.9933854479855684,0.4275405892964522,1662.0,184.66666666666663,0.1564088085827216,3.0,0.0,3.0,0.75,1,11.0,0,1,1,1,1,288,1,4,13.0,4.333333333333333,1,0,12,1,0,1,0,11634,7.0,0,4986.0,1,0,0,0
115,8,1,20.0,0,4012.0,4892.0,0.4456051873198847,0.3170028818443804,1.2119521912350597,277.5,0.2055403303459003,3.0,1.0,3.5,0.875,1,12.5,0,1,1,1,1,607,0,3,12.0,4.0,1,1,19,1,1,0,0,27750,0.0,0,9712.5,1,0,0,1
9,9,0,9.0,0,2268.0,2708.0,0.4996695307336418,0.2908129543952412,0.998678996036988,302.4,0.5041680560186729,3.0,1.0,3.5,1.1666666666666667,1,7.5,0,0,1,1,1,32,0,2,12.0,4.0,0,0,11,0,1,0,0,9072,6.0,0,5292.0,1,0,0,0
57,56,1,48.0,0,960.0,1268.0,0.997920997920998,0.6403326403326404,480.0,96.0,0.0533274080657704,1.0,0.0,1.0,0.5,0,5.0,0,0,1,1,0,0,0,0,9.0,3.0,0,0,5,1,0,1,0,960,0.0,0,480.0,0,0,1,0
21,2,1,21.0,0,2560.0,3100.0,0.5234979179060083,0.3212373587150505,1680.0,280.0,0.077433628318584,3.0,0.0,3.0,0.75,1,8.0,0,1,1,1,1,518,0,3,12.0,4.0,0,0,15,1,0,1,1,10080,0.0,0,5040.0,1,0,0,0
5,5,0,5.0,0,2982.0,3472.0,0.9993297587131368,0.3284182305630027,1491.0,186.375,0.1635406383678841,2.0,0.0,2.0,0.5,1,9.0,0,0,1,1,1,220,0,1,13.0,4.333333333333333,1,1,13,1,0,1,1,11928,0.0,0,2982.0,1,0,0,1
1,1,0,1.0,1,2424.0,2884.0,0.9991755976916736,0.3792250618301731,1212.0,173.14285714285714,0.1163036176950388,2.0,0.0,2.0,0.5,1,8.0,0,0,1,1,1,122,0,1,11.0,3.6666666666666665,0,0,11,1,0,1,1,7272,0.0,6,2424.0,1,0,0,0
117,1,1,0.0,0,2469.0,2469.0,0.598705501618123,0.0,1.834862385321101,193.0,0.1088013529701923,2.0,0.0,2.0,0.5,1,9.0,0,0,0,1,1,231,0,1,9.0,3.0,0,0,11,1,0,1,1,6176,0.0,0,3088.0,1,0,0,0
33,33,0,33.0,0,2528.0,3001.0,0.9665629860031104,0.3678071539657854,1285.0,183.57142857142856,0.1335619997921214,2.0,1.0,2.5,0.625,1,8.5,0,1,1,1,1,401,0,2,10.0,3.333333333333333,0,0,13,1,0,0,1,7710,0.0,0,3212.5,1,0,0,1
46,46,0,46.0,0,2308.0,2788.0,0.3001126126126126,0.2702702702702703,1.7534883720930232,197.22222222222223,0.1674370342420526,2.0,0.0,2.0,0.5,1,10.0,0,0,1,1,1,172,0,1,9.0,3.0,0,0,11,1,0,0,1,10650,0.0,0,3550.0,0,0,0,1
85,58,1,48.0,0,3002.0,3578.0,0.5780346820809249,0.302679978980557,1.810930576070901,237.75,0.3107335402711975,2.0,0.0,2.0,0.4,1,9.0,0,0,1,1,1,194,0,1,9.0,3.0,0,0,10,1,1,0,0,9510,0.0,0,3804.0,1,0,0,0
85,57,1,85.0,0,1632.0,1732.0,0.9987760097919216,0.1223990208078335,816.0,136.0,0.2221617206643071,1.0,0.0,1.0,0.3333333333333333,0,6.0,0,0,1,1,1,96,0,1,9.0,3.0,0,0,12,1,0,1,0,4080,0.0,0,816.0,1,0,0,0
63,31,1,63.0,0,2287.0,2496.0,0.4934725848563969,0.1364229765013054,1169.0,170.11111111111111,0.1637258047267672,1.0,0.0,1.0,0.25,0,9.0,0,1,1,1,0,0,0,1,9.0,3.0,0,0,10,1,0,1,1,6124,0.0,0,1531.0,1,0,0,1
1,1,0,1.0,1,3320.0,3980.0,0.9993979530403372,0.3973509933774834,1660.0,207.5,0.1562205910031997,2.0,0.0,2.0,0.5,1,9.0,0,1,1,1,1,253,1,3,12.0,4.0,1,1,13,1,0,1,0,13280,8.0,8,3320.0,1,0,0,1
53,53,0,53.0,0,2609.0,2914.0,0.6211180124223602,0.1894409937888198,1.970479704797048,201.125,0.1689061515851354,1.0,1.0,1.5,0.25,0,8.5,0,0,1,1,0,0,0,0,9.0,3.0,0,0,11,1,0,1,1,9654,0.0,0,2413.5,1,0,0,1
47,47,0,47.0,0,1728.0,2016.0,0.998843930635838,0.3329479768786127,864.0,172.8,0.1178235374335197,2.0,0.0,2.0,0.6666666666666666,1,6.0,0,0,1,1,1,168,0,1,10.0,3.333333333333333,0,0,12,1,0,1,1,5184,0.0,0,1728.0,0,0,1,0
2,2,0,2.0,0,2928.0,3588.0,0.8823907455012854,0.4241645244215938,1555.0,194.375,0.4219810040705563,2.0,0.0,2.0,0.6666666666666666,1,9.0,0,1,1,1,1,163,1,3,12.0,4.0,1,0,12,0,0,1,1,10885,0.0,0,3110.0,1,0,0,1
45,1,1,37.0,0,1788.0,2124.0,0.9988826815642458,0.3754189944134078,894.0,149.0,0.1057862974795882,2.0,0.0,2.0,0.5,1,7.0,0,1,1,1,1,560,0,2,9.0,3.0,0,0,13,1,0,1,1,4470,0.0,0,1788.0,1,0,0,0
83,58,1,0.0,0,1728.0,1728.0,0.998843930635838,0.0,864.0,144.0,0.1541480820695807,2.0,0.0,2.0,0.6666666666666666,1,7.0,0,0,0,1,1,96,0,1,9.0,3.0,0,0,11,1,0,1,1,4320,0.0,0,1728.0,1,0,0,0
51,51,0,51.0,0,2082.0,2376.0,0.9990403071017274,0.2821497120921305,1041.0,148.71428571428572,0.1416133859338865,1.0,0.0,1.0,0.25,0,7.0,0,0,1,1,0,0,0,0,9.0,3.0,0,0,11,1,0,1,1,5205,0.0,0,1041.0,1,0,0,0
55,55,0,55.0,0,1841.0,2127.0,0.9785177228786252,0.3071965628356606,930.0,155.0,0.0976788152504989,1.0,0.0,1.0,0.3333333333333333,0,6.0,0,0,1,1,1,134,0,1,10.0,3.333333333333333,0,0,9,1,0,1,1,3720,0.0,0,930.0,1,0,0,1
67,57,1,67.0,0,1769.0,2009.0,0.7101449275362319,0.2318840579710145,2.45,172.33333333333334,0.1020226936359151,1.0,0.0,1.0,0.3333333333333333,0,6.0,0,0,1,1,1,39,0,1,9.0,3.0,0,0,11,1,0,1,1,5170,0.0,0,1034.0,1,0,0,1
27,27,0,26.0,0,1716.0,2292.0,0.9988358556461,0.670547147846333,858.0,143.0,0.1182958775679029,2.0,0.0,2.0,0.6666666666666666,1,7.0,0,0,1,1,1,120,0,1,10.0,3.333333333333333,0,0,10,1,0,0,1,4290,0.0,0,1716.0,1,0,0,0
54,54,0,54.0,0,1920.0,2250.0,0.9989594172736732,0.3433922996878252,960.0,160.0,0.0982700378749104,2.0,0.0,2.0,0.6666666666666666,1,7.0,0,0,1,1,1,70,0,1,9.0,3.0,0,0,10,1,0,1,1,4800,0.0,0,1920.0,1,0,0,0
82,56,1,11.0,0,2064.0,2344.0,0.999031945788964,0.271055179090029,1032.0,172.0,0.1332988891759235,1.0,0.0,1.0,0.3333333333333333,0,6.0,0,0,1,1,1,112,0,1,9.0,3.0,0,0,11,1,0,1,0,6192,0.0,0,1032.0,0,0,1,1
6,6,0,6.0,0,3257.0,4114.0,0.927810650887574,0.5071005917159763,1689.0,211.125,0.1273179556761646,3.0,0.0,3.0,0.75,1,10.0,0,1,1,1,1,209,1,4,12.0,4.0,1,1,13,1,0,1,1,13512,0.0,0,5067.0,1,0,0,1
69,57,1,69.0,0,1874.0,2114.0,0.9633507853403142,0.2513089005235602,954.0,159.0,0.1512844909609895,1.0,0.0,1.0,0.3333333333333333,0,6.0,0,1,1,1,0,0,0,1,7.0,2.333333333333333,0,0,12,1,0,1,1,4770,0.0,0,954.0,1,0,0,1
5,5,0,5.0,0,1696.0,2116.0,0.9988221436984688,0.4946996466431095,848.0,212.0,0.1911632100991884,2.0,0.0,2.0,1.0,1,5.0,0,0,1,1,1,140,0,1,12.0,4.0,0,0,11,0,0,1,0,5088,0.0,0,1696.0,1,0,0,0
68,56,1,68.0,0,2609.0,2849.0,0.6817010309278351,0.1546391752577319,2.1417004048582995,221.57142857142856,0.1424111651822605,3.0,0.0,3.0,0.75,1,9.0,0,0,1,1,0,0,0,1,7.0,2.333333333333333,0,0,10,1,0,1,1,7755,0.0,0,4653.0,1,0,0,1
7,7,0,7.0,0,2647.0,3193.0,0.4793296089385475,0.3050279329608938,0.9498910675381264,223.625,0.1680285526439372,3.0,1.0,3.5,0.875,1,10.5,0,1,1,1,0,0,0,2,9.0,3.0,1,0,12,1,1,0,0,12523,7.0,0,6261.5,1,0,0,1
36,36,0,0.0,0,1260.0,1260.0,0.9984152139461172,0.0,630.0,157.5,0.4282800815771584,2.0,0.0,2.0,1.0,1,5.0,0,0,0,1,0,0,0,0,10.0,3.333333333333333,0,0,10,0,0,0,0,2520,0.0,0,1260.0,1,0,0,0
69,57,1,39.0,0,2270.0,2798.0,0.6106382978723405,0.3744680851063829,1.5683060109289615,201.28571428571428,0.2257651017465149,2.0,1.0,2.5,0.625,1,8.5,0,1,1,1,1,309,0,2,9.0,3.0,0,0,11,1,0,1,0,8454,0.0,0,3522.5,1,0,0,0
59,10,1,5.0,0,1800.0,2376.0,0.9988901220865704,0.6392896781354052,900.0,150.0,0.1249826412998194,1.0,1.0,1.5,0.375,0,6.5,0,0,1,1,1,254,0,1,10.0,3.333333333333333,0,0,12,1,0,1,1,4500,0.0,0,1350.0,1,0,0,1
51,51,0,51.0,0,2788.0,3328.0,0.5572305974316024,0.3015075376884422,1790.0,255.7142857142857,0.1256052206862676,2.0,0.0,2.0,0.5,1,8.0,0,1,1,1,1,40,0,2,9.0,3.0,0,0,11,1,0,1,1,10740,0.0,0,3580.0,1,0,0,0
34,34,0,34.0,0,2346.0,2847.0,0.9656616415410384,0.4195979899497487,1193.0,170.42857142857142,0.0909922965448859,3.0,0.0,3.0,1.0,1,9.0,0,0,1,1,1,293,0,2,10.0,3.333333333333333,0,0,11,0,0,1,1,5965,0.0,0,3579.0,1,0,0,1
1,0,1,0.0,1,3854.0,4430.0,0.5651644336175395,0.2338611449451887,1.299719887955182,246.2,0.1270447391506269,3.0,1.0,3.5,0.7,1,12.5,0,1,1,1,1,539,0,3,12.0,4.0,1,0,12,1,1,0,1,17234,0.0,7,8617.0,0,1,0,0
78,17,1,28.0,0,2016.0,2472.0,0.4996282527881041,0.3390334572490706,0.99851411589896,192.0,0.2357481143659007,2.0,1.0,2.5,0.625,1,8.5,0,1,1,1,1,70,0,2,10.0,3.333333333333333,1,0,13,1,1,0,0,9408,0.0,0,3360.0,1,0,0,0
47,47,0,47.0,0,2656.0,3184.0,0.999247554552295,0.3972911963882618,1328.0,189.7142857142857,0.1356347666224083,2.0,1.0,2.5,0.625,1,8.5,0,1,1,1,1,26,0,2,9.0,3.0,0,0,11,1,0,1,1,7968,0.0,0,3320.0,1,0,0,1
40,40,0,40.0,0,1778.0,2066.0,0.9700996677740864,0.3189368770764119,902.0,128.85714285714286,0.1460965338516359,1.0,0.0,1.0,0.25,0,7.0,0,0,1,1,0,0,0,0,9.0,3.0,0,0,11,1,0,1,1,4510,0.0,0,902.0,1,0,0,0
36,36,0,36.0,0,1470.0,1734.0,0.4888663967611336,0.2672064777327935,0.9564356435643564,164.5,0.5871505056513979,2.0,1.0,2.5,0.8333333333333334,1,7.5,0,0,1,1,0,0,0,0,9.0,3.0,0,0,11,0,1,0,0,5922,0.0,0,2467.5,1,0,0,1
34,34,0,34.0,0,4006.0,4782.0,0.9555880917520742,0.3787213274768179,2048.0,204.8,0.1604889898910743,3.0,0.0,3.0,0.5,1,12.0,0,0,1,1,0,0,0,1,9.0,3.0,0,0,11,0,0,1,1,12288,0.0,0,6144.0,1,0,0,0
32,32,0,32.0,0,3115.0,3793.0,0.6469344608879493,0.3583509513742072,2.1272727272727274,236.375,0.1003822061789999,3.0,1.0,3.5,0.875,1,10.5,0,1,1,1,1,69,0,3,10.0,3.333333333333333,0,0,11,1,0,1,1,11346,0.0,0,6618.5,1,0,0,0
77,56,1,75.0,0,2309.0,2709.0,0.5217391304347826,0.2635046113306983,1.0909090909090908,189.625,0.1326512766701643,1.0,0.0,1.0,0.25,0,8.0,0,1,1,1,0,0,0,1,11.0,3.6666666666666665,1,1,15,1,1,0,1,12136,0.0,0,1517.0,1,0,0,1
1,0,1,0.0,1,3112.0,3948.0,0.4973544973544973,0.4021164021164021,1.020408163265306,230.88888888888889,0.1923895935561522,3.0,1.0,3.5,0.875,1,11.5,0,1,1,1,1,102,1,4,14.0,4.666666666666667,1,1,13,1,1,0,0,16624,8.0,8,7273.0,0,1,0,0
99,6,1,50.0,0,1546.0,2018.0,0.1836266258607498,0.361132364192808,1.6297786720321932,186.57142857142856,0.0833918651427112,1.0,1.0,1.5,0.375,0,7.5,0,0,1,1,0,0,0,0,10.0,3.333333333333333,0,0,13,1,0,1,0,6530,0.0,0,1959.0,1,0,0,1
48,1,1,48.0,0,2654.0,3159.0,0.2826086956521739,0.2439613526570048,2069.0,206.9,0.0748255035984232,3.0,0.0,3.0,0.6,1,12.0,0,1,1,1,0,0,0,2,11.0,3.6666666666666665,1,0,14,1,0,1,1,14483,0.0,0,6207.0,1,0,0,0
7,6,1,7.0,0,3318.0,4223.0,0.4659893992932862,0.3997349823321555,0.8726220016542597,282.875,0.2448869170003246,2.0,1.0,2.5,0.625,1,9.5,0,1,1,1,1,234,0,2,12.0,4.0,1,1,13,1,1,0,1,18104,0.0,0,5657.5,1,0,0,0
13,6,1,13.0,0,3891.0,4505.0,0.3825932504440497,0.2181172291296625,0.6347270615563299,281.4,0.2879656160458452,2.0,2.0,3.0,0.6,1,12.0,0,1,1,1,1,296,0,2,12.0,4.0,0,0,11,1,1,0,1,16884,0.0,0,8442.0,1,0,0,1
0,-1,1,0.0,1,3734.0,4462.0,0.7347886669763122,0.3381328379006038,2.770577933450088,269.0,0.129171668667467,2.0,1.0,2.5,0.625,1,9.5,0,1,1,1,1,368,0,2,12.0,4.0,1,1,13,1,1,0,1,17216,8.0,8,5380.0,0,1,0,1
0,0,0,0.0,1,3743.0,4532.0,0.7317298797409806,0.3649398704902867,2.9166666666666665,240.11111111111111,0.2045820316198049,2.0,1.0,2.5,0.625,1,10.5,0,1,1,1,1,298,1,3,14.0,4.666666666666667,1,1,13,1,1,0,1,17288,8.0,8,5402.5,0,1,0,0
87,57,1,87.0,0,2024.0,2332.0,0.9990128331688056,0.3040473840078973,1012.0,144.57142857142858,0.1224588576960309,1.0,0.0,1.0,0.3333333333333333,0,7.0,0,1,1,1,1,134,0,2,9.0,3.0,0,0,11,1,0,1,0,6072,0.0,0,1012.0,1,0,0,1
44,8,1,44.0,0,3405.0,3983.0,0.803070407623081,0.3059820010587613,1888.0,269.7142857142857,0.1144728066452434,2.0,1.0,2.5,0.8333333333333334,1,8.5,0,1,1,1,0,0,0,1,11.0,3.6666666666666665,0,0,12,1,0,1,1,11328,0.0,0,4720.0,1,0,0,1
43,43,0,0.0,0,3664.0,3664.0,0.9994544462629568,0.0,1832.0,203.55555555555557,0.1700389827362168,4.0,0.0,4.0,0.8,1,12.0,0,0,0,1,1,58,0,2,8.0,2.6666666666666665,0,0,7,0,0,1,1,7328,0.0,0,7328.0,1,0,0,1
42,42,0,42.0,0,2084.0,2524.0,0.9990412272291468,0.4218600191754554,1042.0,173.66666666666666,0.113248559939137,2.0,0.0,2.0,0.5,1,7.0,0,0,1,1,1,192,0,1,9.0,3.0,0,0,11,1,0,0,1,6252,0.0,0,2084.0,1,0,0,1
46,46,0,46.0,0,2160.0,2704.0,0.927743086529884,0.4852809991079393,1120.0,186.66666666666663,0.1606656146894276,2.0,1.0,2.5,0.625,1,7.5,0,0,1,1,1,168,0,1,8.0,2.6666666666666665,0,0,9,1,0,1,1,4480,0.0,0,2800.0,1,0,0,1
52,52,0,52.0,0,3208.0,3784.0,0.9993769470404984,0.3588785046728971,1604.0,178.22222222222223,0.1940009675858732,2.0,0.0,2.0,0.4,1,10.0,0,0,1,1,1,42,0,1,9.0,3.0,0,0,10,0,0,1,1,8020,0.0,0,3208.0,1,0,0,0
4,4,0,4.0,0,2432.0,2830.0,0.526348808030113,0.2496863237139272,1.1835616438356165,177.0,0.2148058252427184,3.0,1.0,3.5,0.875,1,11.5,0,1,1,1,1,175,0,3,9.0,3.0,0,0,11,1,1,0,1,9558,0.0,0,5575.5,1,0,0,0
15,4,1,15.0,0,4077.0,4788.0,0.6651694569211923,0.2903225806451613,2.209698558322412,272.0,0.0525434642627173,3.0,1.0,3.5,0.7,1,11.5,0,1,1,1,1,593,1,4,12.0,4.0,1,1,15,1,1,0,1,19584,8.0,0,8568.0,1,0,0,1
47,1,1,47.0,0,1943.0,2531.0,0.944,0.588,999.0,142.71428571428572,0.0824053452115812,2.0,0.0,2.0,0.5,1,8.0,0,0,1,1,1,220,0,1,13.0,4.333333333333333,1,0,16,1,0,0,1,6993,0.0,0,1998.0,1,0,0,1
48,15,1,48.0,0,2162.0,2563.0,0.9990757855822552,0.3706099815157117,1081.0,180.16666666666663,0.0836040216550657,2.0,0.0,2.0,0.5,1,7.0,0,0,1,1,1,118,0,1,9.0,3.0,0,0,12,1,0,1,1,6486,0.0,0,2162.0,1,0,0,1
6,6,0,6.0,0,2784.0,3254.0,0.9836182336182336,0.3347578347578347,1403.0,233.83333333333331,0.1732312631189035,3.0,0.0,3.0,1.0,1,8.0,0,0,1,1,1,173,0,2,12.0,4.0,0,0,11,1,0,1,1,8418,6.0,0,4209.0,1,0,0,0
1,1,0,1.0,1,3202.0,4053.0,0.7201933404940923,0.4570354457572502,2.5738963531669867,232.625,0.1898592124056315,3.0,0.0,3.0,0.75,1,10.0,0,1,1,1,1,204,1,4,12.0,4.0,1,1,13,1,1,0,1,14888,8.0,8,5583.0,1,0,0,1
1,1,0,1.0,1,2184.0,2624.0,0.4996568291008922,0.3019903912148249,0.9986282578875172,161.77777777777777,0.1311239193083573,2.0,1.0,2.5,0.625,1,10.5,0,1,1,1,0,0,0,1,12.0,4.0,1,0,12,1,1,0,1,10192,0.0,7,3640.0,0,1,0,1
2,2,0,2.0,0,4548.0,5302.0,0.6404615939415795,0.271907681211684,1.832482124616956,252.0,0.1944171693084584,4.0,1.0,4.5,0.9,1,14.5,0,1,1,1,1,199,1,4,15.0,5.0,1,1,14,1,1,0,1,24948,9.0,0,12474.0,1,0,0,1
36,36,0,26.0,0,1900.0,2180.0,0.9989484752891692,0.2944269190325972,950.0,158.33333333333334,0.0973460395532329,1.0,0.0,1.0,0.25,0,6.0,0,0,1,1,0,0,0,0,9.0,3.0,0,0,10,1,0,1,1,4750,0.0,0,950.0,1,0,0,1
68,59,1,69.0,0,2018.0,2274.0,0.5542725173210161,0.1970746728252501,1.9191011235955056,185.42857142857144,0.1580421283331304,1.0,0.0,1.0,0.25,0,7.0,0,1,1,1,1,84,0,2,9.0,3.0,0,0,11,1,0,1,1,6490,0.0,0,1298.0,1,0,0,0
40,40,0,40.0,0,2196.0,2666.0,0.4996587030716723,0.3208191126279863,0.9986357435197816,183.0,0.1660805445263755,1.0,1.0,1.5,0.3,0,8.5,0,0,1,1,1,40,0,1,9.0,3.0,0,0,11,1,1,0,1,7320,0.0,0,2196.0,1,0,0,1
81,56,1,0.0,0,1104.0,1104.0,0.6419019316493314,0.0,672.0,134.4,0.0787346221441124,1.0,0.0,1.0,0.3333333333333333,0,5.0,0,0,0,1,1,112,0,1,8.0,2.6666666666666665,0,0,8,1,0,1,0,2688,0.0,0,672.0,1,0,0,1
42,42,0,42.0,0,2160.0,2640.0,0.4996530187369882,0.3331020124913255,0.9986130374479888,180.0,0.1282508015675098,1.0,1.0,1.5,0.3,0,8.5,0,1,1,1,1,230,0,2,9.0,3.0,0,0,10,1,1,0,1,7200,0.0,0,2160.0,1,0,0,0
11,11,0,9.0,0,2688.0,3374.0,0.9992565055762082,0.5100371747211896,1344.0,168.0,0.1131694173122263,2.0,0.0,2.0,0.5,1,9.0,0,1,1,1,1,328,0,2,10.0,3.333333333333333,0,0,10,1,0,1,1,6720,0.0,0,2688.0,1,0,0,1
77,15,1,77.0,0,2392.0,2622.0,0.6769446391030133,0.161177295024527,2.4552058111380144,203.7142857142857,0.2284890241948405,1.0,0.0,1.0,0.25,0,7.0,0,1,1,1,1,270,0,2,9.0,3.0,0,0,12,1,0,1,0,7130,0.0,0,1426.0,1,0,0,1
38,13,1,38.0,0,3182.0,3622.0,0.8484320557491289,0.2555168408826945,1721.0,215.125,0.1665054179566563,2.0,1.0,2.5,0.625,1,9.5,0,1,1,1,1,276,0,2,9.0,3.0,0,0,11,1,0,1,1,8605,0.0,0,4302.5,1,0,0,1
8,7,1,8.0,0,2217.0,2709.0,0.5381414701803051,0.3411927877947295,1.126843657817109,240.16666666666663,0.5445956160241875,2.0,1.0,2.5,0.8333333333333334,1,7.5,0,0,1,1,1,206,0,1,12.0,4.0,1,1,13,0,1,0,0,11528,8.0,0,3602.5,1,0,0,0
58,58,0,10.0,0,2295.0,3015.0,0.6565656565656566,0.5194805194805194,1.911764705882353,197.8571428571429,0.1625396080272268,2.0,0.0,2.0,0.4,1,8.0,0,0,1,1,0,0,0,0,9.0,3.0,0,0,9,1,0,1,1,6925,0.0,0,2770.0,1,0,0,1
99,28,1,43.0,0,1670.0,2110.0,0.3574329813160032,0.3574329813160032,1.2422586520947176,205.0,0.1178048079685853,1.0,1.0,1.5,0.5,0,6.5,0,0,1,1,1,202,0,1,9.0,3.0,0,0,11,1,1,0,0,6150,0.0,0,1845.0,1,0,0,1
17,17,0,17.0,0,2545.0,2961.0,0.4888888888888889,0.2432748538011696,0.9906868451688008,213.625,0.1214813761728746,3.0,1.0,3.5,0.875,1,10.5,0,0,1,1,1,40,0,2,11.0,3.6666666666666665,0,0,11,1,1,0,1,10254,0.0,0,5981.5,1,0,0,0
85,57,1,85.0,0,2044.0,2228.0,0.9990224828934506,0.1798631476050831,1022.0,204.4,0.2280740906047757,2.0,0.0,2.0,0.6666666666666666,1,6.0,0,1,1,1,1,142,0,2,7.0,2.333333333333333,0,0,10,1,0,1,0,5110,0.0,0,2044.0,1,0,0,0
6,6,0,6.0,0,2630.0,3102.0,0.5735645933014354,0.2822966507177033,1.3450210378681626,208.875,0.1539666451672348,3.0,1.0,3.5,0.875,1,10.5,0,1,1,1,1,38,0,3,10.0,3.333333333333333,0,0,11,1,1,0,1,10026,0.0,0,5848.5,1,0,0,0
42,42,0,42.0,0,2502.0,2963.0,0.9992012779552716,0.3682108626198083,1251.0,178.71428571428572,0.1421429383024656,2.0,0.0,2.0,0.5,1,8.0,0,1,1,1,1,116,0,2,9.0,3.0,0,0,12,1,0,1,1,7506,0.0,0,2502.0,1,0,0,0
35,3,1,35.0,0,2204.0,2688.0,0.4898648648648648,0.327027027027027,0.9602649006622516,184.875,0.1979124849458049,2.0,1.0,2.5,0.5,1,9.5,0,0,1,1,1,32,0,1,10.0,3.333333333333333,1,0,16,1,1,0,1,10353,0.0,0,3697.5,1,0,0,1
50,27,1,22.0,0,2146.0,2866.0,0.9990689013035382,0.6703910614525139,1073.0,153.28571428571428,0.1634176058483094,2.0,0.0,2.0,0.5,1,8.0,0,0,1,1,1,444,0,1,9.0,3.0,0,0,10,1,0,1,0,4292,0.0,0,2146.0,0,0,1,0
2,2,0,2.0,0,3334.0,4080.0,0.741514360313316,0.389556135770235,2.916155419222904,191.4,0.1448244552058111,3.0,1.0,3.5,0.875,1,12.5,0,1,1,1,1,295,1,4,12.0,4.0,1,1,13,1,1,0,1,15312,8.0,0,6699.0,1,0,0,0
41,41,0,41.0,0,2048.0,2356.0,0.9990243902439024,0.3004878048780487,1024.0,170.66666666666666,0.0784493986056845,1.0,1.0,1.5,0.375,0,6.5,0,0,1,1,0,0,0,0,9.0,3.0,0,0,11,1,0,1,1,5120,0.0,0,1536.0,1,0,0,0
1,1,0,1.0,1,3232.0,4066.0,0.9993815708101422,0.5157699443413729,1616.0,202.0,0.1859822764414777,2.0,0.0,2.0,0.5,1,9.0,0,0,1,1,1,267,1,2,12.0,4.0,1,0,12,1,0,1,1,11312,7.0,7,3232.0,1,0,0,0
45,14,1,45.0,0,3086.0,3504.0,0.7401352874859075,0.2356257046223224,1773.0,253.28571428571428,0.1641514674567169,3.0,0.0,3.0,0.75,1,9.0,0,1,1,1,1,597,0,3,9.0,3.0,0,0,12,1,0,1,1,10638,0.0,0,5319.0,1,0,0,0
11,11,0,11.0,0,3734.0,4803.0,0.5238678090575275,0.4361485108119135,1.1481156879929886,306.25,0.1480720415810467,3.0,1.0,3.5,0.875,1,10.5,0,1,1,1,1,126,1,4,12.0,4.0,1,1,13,1,1,0,1,19600,8.0,0,8575.0,1,0,0,1
10,9,1,10.0,0,3363.0,4209.0,0.4051796157059315,0.3533834586466165,1.588108108108108,299.125,0.6055161943319838,3.0,1.0,3.5,1.1666666666666667,1,10.5,0,1,1,1,1,184,0,3,14.0,4.666666666666667,1,1,15,0,1,0,0,23930,10.0,0,8375.5,1,0,0,0
